Date,Shift,Machine_ID,Operator_ID,Fabric_Type,Target_Output_Meters,Actual_Output_Meters,Defect_Rate_Percent,Machine_Downtime_Minutes,Power_Consumption_kWh,Rework_Required_Meters,Operator_Experience_Years,Ambient_Temperature_C,Humidity_Percent,Production_Efficiency_Percent,Comments
2024-04-26,Morning,M006,O044,Cotton,906,820,6.71,18,349.88,37,11.2,30.0,61.7,90.51,Breakdown
2024-02-13,Night,M012,O041,Cotton,801,730,3.48,7,302.41,28,13.0,35.4,46.2,91.14,Smooth
2024-03-04,Afternoon,M009,O030,Cotton,933,821,4.08,11,386.47,37,6.6,26.1,76.4,88.0,Low Quality Yarn
2024-01-06,Afternoon,M003,O014,Polyester,982,1077,1.06,2,350.53,47,0.8,26.0,64.2,109.67,Smooth
2024-04-16,Afternoon,M007,O048,Cotton,1039,842,8.62,3,405.91,15,1.0,33.6,56.4,81.04,Power Cut
2024-02-13,Afternoon,M009,O022,Blend,1055,860,8.09,16,462.47,29,12.5,27.3,57.0,81.52,Humidity Issue
2024-03-07,Afternoon,M016,O022,Polyester,915,741,2.65,7,246.3,10,10.9,24.7,48.5,80.98,Smooth
2024-03-15,Morning,M012,O044,Polyester,1079,840,4.13,2,258.98,23,8.3,33.6,48.1,77.85,Breakdown
2024-02-25,Night,M003,O038,Blend,1001,763,8.8,5,326.69,22,8.5,29.7,62.4,76.22,Smooth
2024-04-24,Afternoon,M012,O009,Blend,998,980,1.77,2,349.64,18,1.4,26.6,53.0,98.2,Smooth
2024-01-18,Night,M002,O042,Cotton,917,694,7.1,7,325.75,23,5.4,31.4,63.4,75.68,Smooth
2024-02-19,Afternoon,M007,O029,Polyester,850,702,0.87,2,334.99,25,4.3,26.1,40.5,82.59,Power Cut
2024-01-12,Afternoon,M017,O006,Blend,1166,1058,6.06,32,310.35,34,14.0,37.4,73.1,90.74,Smooth
2024-02-20,Afternoon,M002,O028,Blend,1055,874,2.37,3,434.67,26,1.5,30.1,68.9,82.84,Breakdown
2024-01-30,Afternoon,M002,O023,Polyester,1083,1107,2.89,10,397.46,48,8.1,29.5,67.7,102.22,Operator Absent
2024-04-22,Morning,M014,O004,Cotton,1084,1141,4.96,3,310.77,29,13.1,32.1,69.0,105.26,Breakdown
2024-02-21,Night,M014,O012,Polyester,947,815,2.15,4,308.37,32,4.2,28.3,58.2,86.06,Breakdown
2024-01-07,Night,M015,O003,Blend,1009,862,9.82,4,434.59,23,6.8,34.6,42.2,85.43,Smooth
2024-02-09,Afternoon,M003,O036,Cotton,969,878,5.05,1,361.53,15,4.1,27.5,46.9,90.61,Smooth
2024-03-07,Morning,M011,O039,Blend,1057,1144,8.55,2,296.1,33,0.8,28.1,66.9,108.23,Smooth
2024-01-02,Afternoon,M013,O050,Polyester,1160,1054,8.99,1,378.61,15,6.3,31.8,46.8,90.86,Smooth
2024-02-19,Night,M005,O020,Blend,1113,892,2.63,8,379.63,13,14.6,29.6,49.2,80.14,Smooth
2024-03-23,Night,M013,O012,Cotton,1043,1052,3.39,1,328.47,38,8.7,32.4,58.9,100.86,Smooth
2024-02-29,Night,M006,O038,Cotton,1196,1074,7.32,0,385.73,13,2.5,30.9,68.7,89.8,Smooth
2024-04-16,Night,M007,O048,Blend,1140,997,4.04,1,296.0,28,11.6,30.1,50.3,87.46,Humidity Issue
2024-01-24,Night,M011,O014,Polyester,982,876,9.92,11,335.65,35,1.1,33.5,44.9,89.21,Smooth
2024-04-30,Night,M001,O043,Polyester,908,709,4.02,18,414.6,27,9.0,26.1,54.3,78.08,Smooth
2024-04-27,Afternoon,M007,O009,Blend,1040,968,3.42,0,400.5,22,6.2,26.0,50.5,93.08,Smooth
2024-01-21,Night,M005,O035,Blend,960,803,4.11,12,384.55,9,7.8,30.1,63.4,83.65,Smooth
2024-01-16,Morning,M003,O023,Cotton,922,984,0.49,8,328.51,44,0.8,31.8,69.3,106.72,Smooth
2024-02-07,Afternoon,M004,O040,Cotton,894,959,6.57,5,326.01,36,7.5,29.9,45.0,107.27,Smooth
2024-03-07,Afternoon,M010,O043,Cotton,941,739,0.64,8,355.58,31,13.0,37.1,64.6,78.53,Breakdown
2024-02-09,Afternoon,M003,O016,Polyester,1026,723,6.95,5,446.95,17,13.8,32.6,45.4,70.47,Breakdown
2024-01-17,Night,M001,O009,Cotton,918,889,0.04,25,293.69,16,9.0,25.5,57.7,96.84,Smooth
2024-03-19,Morning,M016,O032,Cotton,832,593,3.2,16,405.66,22,5.0,32.8,44.0,71.27,Smooth
2024-02-26,Afternoon,M009,O037,Polyester,819,662,8.32,39,336.03,10,5.2,30.0,63.1,80.83,Humidity Issue
2024-04-20,Night,M018,O047,Blend,1178,859,9.43,4,352.62,34,9.3,30.2,65.1,72.92,Smooth
2024-01-31,Afternoon,M004,O036,Cotton,804,767,6.29,8,371.89,14,1.7,31.0,59.3,95.4,Smooth
2024-04-05,Night,M005,O024,Polyester,1013,917,8.29,5,399.01,10,9.4,37.7,73.1,90.52,Smooth
2024-03-09,Afternoon,M008,O022,Cotton,862,657,5.94,9,347.2,12,3.0,30.8,66.7,76.22,Smooth
2024-04-26,Afternoon,M008,O015,Blend,1173,1107,6.44,0,337.85,24,7.2,32.6,55.6,94.37,Breakdown
2024-04-15,Night,M007,O030,Blend,1018,1064,9.29,3,367.64,50,4.1,31.4,63.1,104.52,Smooth
2024-02-12,Morning,M010,O029,Blend,1177,953,8.24,0,254.55,21,9.9,32.3,74.1,80.97,Smooth
2024-03-19,Afternoon,M010,O022,Blend,1178,1111,8.53,3,210.73,11,8.6,33.3,66.5,94.31,Breakdown
2024-04-02,Morning,M002,O028,Blend,865,810,7.36,8,272.34,10,6.7,32.0,62.2,93.64,Smooth
2024-02-29,Night,M005,O027,Blend,1045,868,7.2,10,408.82,31,9.7,27.7,62.1,83.06,Low Quality Yarn
2024-02-20,Afternoon,M008,O022,Blend,803,565,6.97,4,274.41,10,5.4,31.6,59.1,70.36,Breakdown
2024-04-12,Morning,M006,O035,Polyester,1066,872,5.15,1,438.47,23,9.6,30.6,53.6,81.8,Breakdown
2024-03-04,Morning,M017,O027,Cotton,1012,830,5.78,6,266.89,20,1.7,31.9,42.1,82.02,Smooth
2024-01-15,Night,M009,O001,Cotton,1162,931,0.74,1,287.1,41,7.5,32.6,52.2,80.12,Operator Absent
2024-04-28,Night,M020,O044,Polyester,1195,1083,3.82,8,256.5,41,5.8,27.2,73.3,90.63,Smooth
2024-03-18,Afternoon,M012,O033,Polyester,1036,913,7.2,1,373.7,16,2.6,32.1,52.7,88.13,Smooth
2024-03-15,Morning,M008,O010,Cotton,804,876,2.57,6,345.8,28,14.3,28.8,60.7,108.96,Smooth
2024-04-18,Morning,M014,O038,Polyester,1047,1075,5.47,0,386.21,51,13.0,24.7,49.1,102.67,Humidity Issue
2024-03-11,Afternoon,M006,O040,Polyester,1070,843,2.01,25,370.55,21,7.8,31.6,58.6,78.79,Humidity Issue
2024-03-10,Afternoon,M007,O042,Cotton,843,675,5.05,0,326.53,20,5.9,34.6,69.6,80.07,Smooth
2024-03-28,Afternoon,M020,O010,Blend,1034,1048,7.63,12,319.8,30,5.3,26.7,70.2,101.35,Smooth
2024-02-03,Morning,M001,O012,Polyester,828,688,1.38,5,290.57,8,7.6,36.0,68.1,83.09,Smooth
2024-03-13,Morning,M006,O037,Cotton,1058,957,8.72,3,409.32,39,5.2,24.3,68.6,90.45,Smooth
2024-04-17,Afternoon,M018,O017,Cotton,910,686,2.91,1,321.63,26,14.2,31.9,61.1,75.38,Operator Absent
2024-02-22,Afternoon,M018,O033,Cotton,1085,993,4.61,3,471.32,49,14.1,28.3,74.5,91.52,Breakdown
2024-04-20,Morning,M016,O015,Polyester,1173,1238,4.68,10,338.3,60,6.5,32.6,64.0,105.54,Humidity Issue
2024-02-04,Night,M008,O038,Cotton,976,960,9.51,2,357.08,19,11.8,35.0,62.1,98.36,Humidity Issue
2024-04-03,Morning,M013,O019,Cotton,1109,1069,3.23,6,281.12,19,14.4,35.1,60.5,96.39,Smooth
2024-02-11,Night,M004,O008,Cotton,1056,1049,4.11,4,268.81,33,8.4,25.0,59.9,99.34,Operator Absent
2024-03-17,Night,M004,O018,Cotton,1156,871,4.96,1,431.97,22,13.7,33.2,65.5,75.35,Humidity Issue
2024-04-27,Afternoon,M010,O009,Blend,1102,1110,3.69,32,365.92,18,4.4,30.9,51.4,100.73,Low Quality Yarn
2024-03-06,Morning,M008,O027,Polyester,1115,901,8.55,0,340.59,16,3.9,28.9,71.9,80.81,Smooth
2024-04-18,Night,M018,O024,Polyester,1009,933,0.06,5,303.26,34,10.7,29.3,68.8,92.47,Low Quality Yarn
2024-01-23,Afternoon,M015,O004,Cotton,1168,1157,0.0,30,371.84,15,11.2,31.2,78.4,99.06,Smooth
2024-04-15,Night,M013,O047,Cotton,1114,1082,5.71,29,455.26,31,14.0,26.4,43.0,97.13,Power Cut
2024-04-07,Night,M008,O024,Blend,897,807,6.87,15,391.68,38,1.4,30.5,56.1,89.97,Smooth
2024-04-15,Night,M014,O014,Cotton,916,649,3.29,7,393.65,13,13.5,37.3,77.1,70.85,Smooth
2024-03-12,Night,M009,O039,Polyester,1167,1004,8.9,4,341.29,14,14.0,35.1,58.2,86.03,Low Quality Yarn
2024-01-16,Afternoon,M013,O009,Polyester,803,798,3.67,0,349.55,30,5.4,27.2,67.8,99.38,Breakdown
2024-03-27,Afternoon,M014,O007,Cotton,946,926,7.04,6,348.88,25,3.4,32.6,52.3,97.89,Low Quality Yarn
2024-03-31,Night,M014,O043,Cotton,1084,777,6.34,2,401.43,17,4.0,27.8,46.8,71.68,Operator Absent
2024-04-30,Night,M015,O040,Cotton,987,996,1.3,6,448.96,35,12.3,30.2,41.8,100.91,Smooth
2024-02-18,Night,M013,O024,Cotton,1052,861,2.8,1,299.61,26,10.1,26.6,55.2,81.84,Smooth
2024-02-08,Morning,M001,O039,Polyester,1164,1149,3.36,3,328.9,15,6.6,30.1,77.7,98.71,Smooth
2024-04-01,Night,M019,O045,Cotton,990,978,0.88,18,385.11,41,6.4,34.4,48.9,98.79,Smooth
2024-04-19,Morning,M009,O007,Cotton,838,758,5.49,7,380.95,34,13.2,30.3,72.1,90.45,Smooth
2024-02-08,Night,M010,O042,Polyester,806,868,0.98,3,410.54,26,11.3,29.9,45.6,107.69,Smooth
2024-04-21,Afternoon,M020,O036,Blend,1160,929,7.32,1,285.28,22,10.8,27.5,54.7,80.09,Breakdown
2024-02-27,Night,M019,O022,Blend,1036,955,1.0,16,422.5,37,3.5,26.2,75.4,92.18,Smooth
2024-01-22,Morning,M018,O036,Cotton,1169,1106,4.29,2,319.15,46,10.6,26.7,70.6,94.61,Smooth
2024-02-03,Afternoon,M015,O012,Polyester,1121,982,7.16,4,378.11,48,5.0,26.3,58.4,87.6,Smooth
2024-02-13,Morning,M015,O016,Polyester,916,888,5.42,18,368.72,39,2.1,32.7,53.9,96.94,Breakdown
2024-03-16,Morning,M006,O020,Cotton,1081,1135,2.02,0,376.58,18,12.9,31.4,67.5,105.0,Smooth
2024-02-20,Morning,M015,O008,Polyester,1033,937,8.3,5,319.02,28,8.2,27.4,72.2,90.71,Power Cut
2024-04-30,Night,M007,O010,Cotton,1120,1138,5.81,15,390.81,30,13.2,26.8,51.9,101.61,Breakdown
2024-04-08,Night,M019,O018,Cotton,818,576,3.01,8,381.51,25,13.7,23.3,50.6,70.42,Smooth
2024-02-21,Morning,M014,O014,Blend,996,881,5.49,29,311.46,9,0.6,34.3,58.4,88.45,Operator Absent
2024-03-25,Night,M016,O040,Cotton,889,795,0.23,11,375.68,17,2.9,24.7,56.3,89.43,Smooth
2024-02-01,Afternoon,M008,O015,Cotton,1187,941,5.35,2,288.56,34,11.4,30.1,44.4,79.28,Smooth
2024-03-04,Afternoon,M004,O021,Polyester,1037,919,0.71,9,360.06,28,13.9,24.9,62.0,88.62,Smooth
2024-04-29,Morning,M007,O022,Cotton,833,777,4.02,29,313.52,34,6.8,32.8,73.1,93.28,Smooth
2024-03-23,Morning,M017,O005,Cotton,1072,1103,1.89,12,298.89,24,11.0,26.8,49.2,102.89,Smooth
2024-02-10,Night,M008,O026,Blend,943,660,7.15,1,337.4,16,7.4,28.9,41.8,69.99,Smooth
2024-01-26,Morning,M017,O028,Polyester,833,906,7.16,3,323.03,31,2.6,24.3,47.6,108.76,Smooth
2024-04-14,Night,M006,O043,Cotton,1013,1057,2.56,4,368.41,25,10.4,32.5,40.8,104.34,Humidity Issue
2024-03-31,Night,M020,O038,Polyester,912,906,4.87,16,351.33,22,7.2,32.7,67.6,99.34,Smooth
2024-03-01,Night,M007,O031,Polyester,895,942,2.07,25,331.99,13,2.1,31.9,51.6,105.25,Smooth
2024-01-03,Night,M011,O021,Polyester,932,881,8.04,22,351.13,10,5.6,23.2,47.2,94.53,Humidity Issue
2024-02-24,Night,M005,O008,Blend,880,843,4.64,6,377.88,15,8.0,29.7,69.4,95.8,Breakdown
2024-02-29,Morning,M002,O014,Blend,1035,955,9.29,4,306.47,32,4.7,29.8,46.4,92.27,Smooth
2024-01-31,Morning,M013,O041,Blend,813,746,5.32,0,396.19,13,7.3,34.4,68.8,91.76,Smooth
2024-02-10,Night,M017,O024,Blend,1190,1085,3.95,3,380.55,40,1.6,30.5,58.4,91.18,Breakdown
2024-03-04,Night,M004,O010,Blend,1155,1220,0.94,44,340.7,53,6.6,31.8,57.6,105.63,Breakdown
2024-02-29,Night,M014,O017,Blend,1143,1090,7.74,0,287.5,25,5.5,31.1,58.8,95.36,Low Quality Yarn
2024-01-13,Afternoon,M014,O030,Blend,836,696,1.07,1,348.35,33,2.2,28.4,77.9,83.25,Smooth
2024-01-02,Morning,M013,O010,Blend,939,932,6.37,10,446.44,31,12.6,30.1,42.9,99.25,Smooth
2024-03-05,Afternoon,M019,O048,Cotton,861,840,5.34,4,407.71,38,7.7,25.4,73.0,97.56,Smooth
2024-03-29,Night,M015,O007,Cotton,803,691,1.02,0,342.99,16,10.9,28.4,69.7,86.05,Operator Absent
2024-01-05,Afternoon,M012,O005,Cotton,925,666,2.21,3,292.87,10,14.2,30.5,72.2,72.0,Power Cut
2024-03-01,Morning,M001,O009,Polyester,1090,841,4.07,4,352.58,12,11.2,34.4,55.9,77.16,Power Cut
2024-01-05,Morning,M019,O025,Polyester,1005,809,3.75,6,289.33,20,0.8,27.8,70.9,80.5,Humidity Issue
2024-04-18,Night,M013,O023,Blend,895,687,0.44,10,382.19,20,3.5,31.7,69.5,76.76,Smooth
2024-02-25,Morning,M012,O035,Cotton,825,808,2.46,23,371.07,38,11.0,32.4,47.6,97.94,Smooth
2024-03-18,Morning,M005,O024,Blend,982,861,0.72,4,316.3,19,9.1,34.3,74.9,87.68,Power Cut
2024-04-12,Night,M020,O016,Blend,971,698,3.85,1,317.97,25,4.6,31.0,48.0,71.88,Low Quality Yarn
2024-04-20,Afternoon,M018,O014,Cotton,1160,1246,0.19,5,349.28,37,5.2,28.7,45.3,107.41,Smooth
2024-03-16,Afternoon,M010,O016,Polyester,1007,856,6.72,15,471.94,15,4.7,32.5,46.5,85.0,Humidity Issue
2024-01-17,Morning,M019,O005,Blend,1071,856,2.25,7,382.36,15,9.8,30.3,72.7,79.93,Humidity Issue
2024-04-08,Night,M013,O018,Blend,937,865,2.55,3,385.6,35,7.1,27.1,67.9,92.32,Smooth
2024-02-02,Morning,M019,O027,Cotton,1094,935,1.6,5,380.19,11,7.9,30.3,53.2,85.47,Breakdown
2024-03-31,Morning,M009,O015,Blend,888,802,0.24,3,360.94,22,4.6,33.9,51.9,90.32,Breakdown
2024-04-24,Morning,M002,O004,Cotton,881,751,8.36,34,247.36,32,6.7,26.5,62.1,85.24,Smooth
2024-02-29,Night,M014,O015,Cotton,1187,940,7.44,7,378.55,17,10.9,31.9,72.0,79.19,Low Quality Yarn
2024-03-21,Morning,M013,O013,Cotton,1153,966,1.73,0,247.46,31,3.2,28.0,74.4,83.78,Smooth
2024-01-08,Night,M010,O050,Cotton,897,720,2.26,6,275.01,15,3.0,30.0,68.7,80.27,Smooth
2024-03-11,Night,M014,O031,Blend,1154,1163,4.62,12,317.94,56,12.4,31.3,48.2,100.78,Breakdown
2024-02-24,Afternoon,M009,O032,Cotton,921,713,1.26,1,339.89,29,11.3,35.0,64.2,77.42,Smooth
2024-02-04,Night,M005,O012,Blend,958,933,0.18,3,293.43,35,12.0,32.7,52.3,97.39,Smooth
2024-02-13,Morning,M020,O011,Cotton,1114,795,9.33,4,348.99,32,3.7,27.1,50.8,71.36,Power Cut
2024-04-01,Afternoon,M002,O014,Polyester,854,680,9.92,2,387.67,10,14.6,30.4,77.9,79.63,Smooth
2024-01-12,Afternoon,M012,O041,Cotton,1197,1261,2.15,10,377.47,29,3.0,28.0,56.9,105.35,Smooth
2024-01-05,Night,M014,O005,Polyester,1176,1196,4.65,7,272.69,30,10.6,34.0,77.5,101.7,Power Cut
2024-04-27,Morning,M013,O050,Blend,1072,982,7.68,0,350.55,10,4.2,25.6,60.7,91.6,Smooth
2024-01-27,Afternoon,M006,O046,Blend,1133,799,2.65,7,387.68,28,6.5,30.4,77.2,70.52,Smooth
2024-01-10,Morning,M009,O033,Cotton,1014,1028,2.0,1,382.09,42,11.2,35.7,65.0,101.38,Smooth
2024-01-12,Night,M013,O033,Polyester,1127,1233,5.34,1,323.39,50,14.4,32.1,67.9,109.41,Low Quality Yarn
2024-04-17,Morning,M018,O008,Cotton,943,884,4.6,4,415.01,35,10.3,25.8,47.9,93.74,Power Cut
2024-02-13,Night,M018,O041,Blend,969,869,7.92,6,426.95,31,6.4,30.6,75.8,89.68,Smooth
2024-04-04,Morning,M002,O018,Blend,942,720,9.96,1,391.05,30,13.0,27.3,79.7,76.43,Breakdown
2024-03-26,Night,M003,O036,Blend,1046,855,7.1,1,405.31,21,9.1,29.1,60.2,81.74,Smooth
2024-03-31,Morning,M009,O004,Blend,865,828,9.73,0,403.65,24,1.6,30.7,62.4,95.72,Power Cut
2024-02-24,Afternoon,M019,O036,Polyester,873,727,1.55,18,387.63,30,10.5,30.1,40.2,83.28,Humidity Issue
2024-01-02,Night,M019,O035,Blend,1187,1034,1.97,24,322.54,31,4.3,27.5,48.4,87.11,Smooth
2024-04-12,Afternoon,M012,O031,Polyester,990,930,0.89,0,421.02,29,6.6,27.5,62.6,93.94,Low Quality Yarn
2024-04-06,Night,M013,O001,Blend,1070,905,9.36,0,386.06,38,3.2,31.0,51.8,84.58,Smooth
2024-04-14,Night,M001,O032,Cotton,1144,1128,0.84,16,398.82,15,10.9,32.8,67.2,98.6,Smooth
2024-03-07,Morning,M004,O007,Polyester,837,864,0.42,0,299.2,27,13.8,28.9,55.7,103.23,Operator Absent
2024-04-12,Afternoon,M014,O008,Cotton,891,924,0.0,1,300.01,43,2.3,36.6,48.5,103.7,Smooth
2024-01-19,Afternoon,M020,O014,Polyester,1038,738,4.34,3,363.99,25,8.2,33.0,43.7,71.1,Humidity Issue
2024-03-20,Night,M018,O040,Blend,825,724,10.0,18,339.02,7,4.9,29.0,44.3,87.76,Smooth
2024-04-26,Morning,M020,O043,Polyester,1109,986,6.77,20,286.81,19,5.3,32.9,50.8,88.91,Smooth
2024-01-31,Afternoon,M007,O012,Polyester,1023,925,4.4,7,298.53,18,2.9,34.7,54.0,90.42,Smooth
2024-03-19,Night,M001,O016,Polyester,1097,1093,7.57,10,373.93,35,7.5,25.7,62.0,99.64,Humidity Issue
2024-03-03,Afternoon,M014,O002,Cotton,1052,943,5.65,12,364.86,14,1.5,28.6,79.0,89.64,Breakdown
2024-03-15,Morning,M013,O039,Blend,869,940,0.6,5,346.82,40,14.3,25.9,65.4,108.17,Smooth
2024-02-04,Morning,M006,O018,Blend,1146,964,6.03,3,255.28,20,1.0,31.9,72.6,84.12,Humidity Issue
2024-02-09,Night,M003,O025,Blend,888,781,3.25,6,340.6,34,13.5,30.5,77.9,87.95,Smooth
2024-03-04,Afternoon,M008,O014,Polyester,1054,905,2.17,4,300.02,31,7.4,28.5,74.6,85.86,Low Quality Yarn
2024-04-16,Night,M001,O009,Polyester,854,608,6.44,14,372.3,23,14.0,30.9,53.3,71.19,Smooth
2024-01-13,Night,M004,O011,Blend,893,804,0.14,0,331.54,16,3.1,29.3,41.1,90.03,Low Quality Yarn
2024-04-23,Morning,M004,O016,Polyester,873,928,0.08,13,365.04,34,0.6,32.3,79.4,106.3,Smooth
2024-02-07,Morning,M010,O003,Blend,1051,1104,8.95,10,388.01,23,8.7,29.1,44.0,105.04,Smooth
2024-03-17,Morning,M020,O023,Cotton,1019,1089,1.41,2,426.57,37,3.9,31.0,40.0,106.87,Power Cut
2024-03-01,Morning,M019,O022,Blend,839,841,9.85,16,395.49,22,8.1,29.7,59.1,100.24,Breakdown
2024-01-02,Afternoon,M013,O040,Cotton,992,872,7.75,7,293.68,10,9.0,27.4,49.2,87.9,Smooth
2024-01-18,Morning,M018,O043,Polyester,922,700,6.54,11,351.17,32,14.1,35.0,72.3,75.92,Smooth
2024-03-18,Night,M007,O014,Blend,1178,1124,3.04,40,306.97,31,1.3,28.0,79.1,95.42,Smooth
2024-01-08,Afternoon,M003,O003,Cotton,835,781,5.57,10,324.26,26,10.9,30.0,56.7,93.53,Smooth
2024-01-21,Afternoon,M011,O003,Blend,1051,1054,2.27,2,329.9,46,12.5,26.8,55.3,100.29,Smooth
2024-03-31,Afternoon,M006,O034,Cotton,964,901,7.21,2,359.17,21,10.7,30.1,48.9,93.46,Smooth
2024-03-17,Afternoon,M020,O024,Blend,1176,946,5.12,3,323.86,10,10.7,27.8,59.7,80.44,Smooth
2024-04-01,Night,M005,O021,Blend,1053,776,1.72,1,310.07,31,0.8,30.7,50.0,73.69,Smooth
2024-01-24,Morning,M011,O019,Polyester,978,1033,7.19,0,348.56,45,9.2,34.0,67.3,105.62,Smooth
2024-04-03,Morning,M012,O003,Polyester,1173,1287,2.32,9,322.09,13,2.2,29.9,66.0,109.72,Low Quality Yarn
2024-01-09,Afternoon,M010,O033,Blend,1098,1017,5.53,0,390.0,26,9.6,29.8,71.2,92.62,Low Quality Yarn
2024-03-21,Afternoon,M002,O023,Cotton,1039,1053,5.19,19,394.58,20,4.6,29.3,42.1,101.35,Smooth
2024-01-07,Night,M002,O035,Polyester,939,956,4.17,2,365.57,41,8.5,29.4,64.6,101.81,Smooth
2024-04-20,Morning,M006,O049,Cotton,975,867,3.92,24,339.02,20,7.7,27.0,58.3,88.92,Smooth
2024-03-14,Morning,M003,O024,Cotton,1111,1008,1.4,7,314.94,12,11.6,28.3,57.1,90.73,Power Cut
2024-04-15,Morning,M009,O005,Cotton,973,924,7.28,11,233.08,23,9.8,28.2,59.8,94.96,Smooth
2024-01-08,Afternoon,M002,O022,Blend,949,986,8.75,1,367.13,21,0.8,27.1,75.5,103.9,Humidity Issue
2024-01-09,Morning,M014,O011,Cotton,954,754,9.29,12,314.07,14,8.1,31.9,46.9,79.04,Smooth
2024-02-05,Night,M002,O010,Cotton,973,799,3.21,1,380.67,13,0.9,28.1,65.2,82.12,Smooth
2024-01-23,Night,M010,O048,Blend,1167,1272,3.31,1,393.24,52,9.5,30.4,52.6,109.0,Smooth
2024-04-26,Morning,M012,O044,Polyester,904,828,0.91,11,440.52,34,3.3,31.2,50.5,91.59,Smooth
2024-01-23,Night,M001,O048,Blend,925,837,3.31,19,421.03,27,11.7,29.6,53.3,90.49,Operator Absent
2024-03-07,Afternoon,M008,O019,Blend,900,929,2.75,7,343.65,21,4.4,25.5,78.7,103.22,Smooth
2024-01-22,Night,M013,O045,Polyester,804,614,7.87,41,383.02,6,9.0,29.6,60.1,76.37,Smooth
2024-01-19,Morning,M013,O049,Polyester,850,891,0.84,11,407.47,42,12.4,33.7,41.7,104.82,Smooth
2024-03-13,Night,M011,O020,Cotton,880,781,3.98,3,241.65,21,14.7,27.3,43.5,88.75,Smooth
2024-02-27,Afternoon,M020,O020,Cotton,1147,1226,4.8,9,327.54,33,6.4,33.2,55.0,106.89,Low Quality Yarn
2024-03-18,Night,M010,O038,Cotton,1100,1177,8.29,1,341.38,16,9.5,27.2,45.7,107.0,Breakdown
2024-03-31,Night,M001,O004,Polyester,925,840,0.07,3,340.88,41,13.2,36.1,54.4,90.81,Smooth
2024-01-30,Afternoon,M014,O027,Blend,1145,822,8.46,24,339.87,41,4.2,30.5,69.0,71.79,Smooth
2024-01-27,Morning,M008,O046,Cotton,1068,1135,2.36,23,355.01,35,7.4,29.4,48.9,106.27,Smooth
2024-04-17,Afternoon,M006,O004,Cotton,1070,1050,1.91,8,325.29,20,7.6,25.6,74.9,98.13,Breakdown
2024-03-15,Afternoon,M007,O043,Blend,1081,1064,5.8,0,306.0,44,4.1,31.5,56.7,98.43,Operator Absent
2024-04-07,Morning,M019,O037,Polyester,1126,946,8.59,1,294.56,36,13.6,30.6,57.4,84.01,Smooth
2024-04-02,Afternoon,M005,O030,Polyester,800,716,9.27,7,484.03,26,2.0,28.7,72.8,89.5,Smooth
2024-03-05,Night,M009,O042,Blend,870,760,0.72,15,309.59,26,13.3,29.3,75.5,87.36,Smooth
2024-01-20,Afternoon,M004,O006,Blend,865,936,8.68,0,408.06,23,9.2,28.7,64.3,108.21,Breakdown
2024-04-20,Afternoon,M003,O002,Polyester,961,813,9.04,6,354.97,24,3.1,30.0,60.5,84.6,Power Cut
2024-03-14,Afternoon,M020,O005,Blend,1169,1198,7.77,15,299.36,53,13.5,32.6,47.8,102.48,Power Cut
2024-02-09,Night,M014,O031,Blend,911,685,9.76,20,454.88,21,1.2,31.8,69.8,75.19,Smooth
2024-04-06,Night,M010,O013,Cotton,1116,1006,6.48,6,285.16,21,2.8,29.9,47.8,90.14,Power Cut
2024-03-19,Night,M018,O032,Cotton,983,1070,1.53,3,436.51,17,12.0,34.3,71.4,108.85,Breakdown
2024-02-19,Night,M014,O050,Polyester,1007,800,2.89,27,377.06,10,6.6,32.7,62.4,79.44,Smooth
2024-02-21,Night,M010,O029,Cotton,846,655,4.48,9,404.97,28,5.2,28.0,73.5,77.42,Smooth
2024-03-30,Night,M017,O032,Blend,1174,870,8.38,1,361.45,25,13.7,28.0,54.5,74.11,Smooth
2024-02-29,Afternoon,M003,O021,Cotton,871,709,5.01,6,415.2,28,12.9,26.9,78.9,81.4,Humidity Issue
2024-02-10,Morning,M018,O031,Polyester,973,784,7.16,5,336.37,39,11.1,36.0,78.1,80.58,Low Quality Yarn
2024-01-15,Morning,M020,O042,Cotton,896,926,9.03,16,268.22,22,0.8,29.2,61.0,103.35,Smooth
2024-02-22,Afternoon,M001,O039,Polyester,924,833,5.25,36,295.19,20,12.1,24.3,61.0,90.15,Smooth
2024-04-02,Morning,M015,O026,Polyester,886,822,8.53,16,370.2,22,4.8,27.9,42.0,92.78,Smooth
2024-02-28,Afternoon,M006,O022,Polyester,849,759,3.55,2,401.79,15,1.2,32.2,74.0,89.4,Smooth
2024-01-19,Night,M012,O050,Blend,936,658,9.37,9,293.4,6,3.9,27.6,45.5,70.3,Smooth
2024-01-12,Night,M009,O017,Blend,1071,1011,1.67,7,267.52,11,1.0,32.2,41.1,94.4,Humidity Issue
2024-04-27,Night,M006,O014,Cotton,890,886,3.18,15,273.98,27,10.8,23.4,50.9,99.55,Power Cut
2024-02-18,Night,M005,O034,Cotton,1048,784,5.56,3,450.01,23,9.5,27.7,61.8,74.81,Smooth
2024-04-05,Night,M002,O039,Cotton,1138,1133,7.06,7,389.14,30,6.5,31.1,70.6,99.56,Breakdown
2024-04-29,Morning,M015,O001,Blend,1142,1065,0.71,22,356.42,28,5.3,28.2,43.6,93.26,Smooth
2024-03-24,Morning,M008,O012,Cotton,939,868,4.79,1,422.42,35,13.6,32.1,56.4,92.44,Power Cut
